AUBERT;Simon;6.916666666666666;3.898895855096528
BARBIER;Maxime;9.208333333333332;3.2816302689703214
BOUCHET;Lorenzo;12.916666666666666;2.1778557242286634
BOYER;Victor;13.333333333333332;3.131382371342656
BRETON;Antoine;14.791666666666666;2.742097230628816
CARPENTIER;Alexandre;11.166666666666666;2.801289385661935
COLLIN;Agathe;10.5;4.010403138505321
DESCHAMPS;Sacha;9.375;2.442036377015434
DUFOUR;Anna;13.0;2.9368350311176825
DUMONT;Enzo;14.5;3.724916106437835
DUVAL;Juliette;12.333333333333332;2.400810048481322
FERNANDEZ;Rodrigue;11.833333333333332;2.8087165910587863
GARCIA;Victoria;5.041666666666666;3.9447134102351322
GAUTHIER;Ethan;11.458333333333332;2.561398814883947
GERARD;Jeanne;12.541666666666666;3.8700685466223406
JACQUET;Valentin;12.75;3.788689307223102
JODY;Gabriel;11.875;2.1517918889458927
LEBLANC;Laurent;12.75;2.3935677693908453
LEMAIRE;Emma;14.333333333333332;2.7411473672330873
LUCAS;Yanis;15.125;2.0013016597538047
MARCHAND;Lea;12.916666666666666;4.12731416567993
MATHIEU;Mathis;14.416666666666666;2.523500654954453
MEUNIER;Rose;14.041666666666666;2.4954820286981745
MEYER;Sophie;12.541666666666666;3.549990219078858
MISSOKO;Lilou;11.916666666666666;2.6047499346812972
MOREL;Victorien;12.25;3.497022543059548
MOULIN;Baptiste;7.666666666666666;2.725904538966021
NGUYEN;Manon;11.291666666666666;2.9471620058776695
NICOLAS;Jules;12.208333333333332;2.8683497965826192
NOEL;Adam;14.625;3.2540039438615724
PERRIN;Nathan;8.083333333333332;4.014729823481968
RENAULT;Justine;14.041666666666666;3.38783567422559
REY;Lucien;6.458333333333333;2.1061253260166852
ROBIN;Noah;11.125;2.45903944661325
RODRIGUEZ;Gabin;13.708333333333332;3.0376686052885287
ROUSSEAU;Amandine;8.708333333333332;3.8213126744033334
SCHMITT;Romane;16.166666666666664;2.124591463996994
TESSIER;Octave;10.583333333333332;4.295507989619957
VASSEUR;Muriel;11.625;3.143279868757049
WEBER;Inaya;12.458333333333332;3.5027271121545027
